task_id,method,length_km,length_sd,runtime_s,evaluations,n_runs
15,Portfolio,2.112602871122433,0.0,4.531681671406841,22643.0,20
15,Raw,2.43527007006484,0.0,0.000113064685137905,1.0,20
16,ACO,2.1608136308037635,0.0018397048335986716,6.934628327266546,7500.0,20
16,ACO×3,2.1602348897090917,0.0014516839317377207,21.065587987331675,22500.0,20
16,DE,2.1675618692388694,0.011821479122000707,0.7953540229122155,7500.0,20
16,NN+2opt,2.17124401463147,0.0,0.008257569809211369,1017.0,20
16,PSO,2.467471659582612,0.29884778754490576,0.10461894520558412,7500.0,20
16,Portfolio,2.160219242795347,0.0014146841896218267,7.84313306514523,23518.0,20
16,Raw,2.436746087549985,0.0,0.000265702861361155,1.0,20
17,ACO,2.0100547196305705,0.0,2.9126322803029323,7500.0,20
17,ACO×3,2.0100547196305705,0.0,8.679686577181565,22500.0,20
17,DE,2.0100547196305705,0.0,0.7516992727527395,7500.0,20
17,NN+2opt,2.0100547196305705,0.0,0.000340125052025495,22.0,20
17,PSO,2.0372064616076133,0.05023374075899723,0.07379089916357766,7500.0,20
17,Portfolio,2.0100547196305705,0.0,3.7385702397674323,22523.0,20
17,Raw,2.626249668019568,0.0,9.859200217760224e-05,1.0,20
18,ACO,2.7052757751641314,0.0,6.96076875225408,7500.0,20
18,ACO×3,2.7052757751641314,0.0,20.816480521077757,22500.0,20
18,DE,2.9345301088565625,0.18885054909589863,0.8047315108415205,7500.0,20
18,NN+2opt,2.761131209664624,0.0,0.009767237602500195,1206.0,20
18,PSO,3.2088928167947386,0.26117004180414327,0.10535653471597466,7500.0,20
18,Portfolio,2.7052757751641314,0.0,7.880905711231753,23707.0,20
18,Raw,3.9560171190390756,0.0,0.00027373185730534,1.0,20
19,ACO,1.908463713665149,0.0,2.4231393510010095,7500.0,20
19,ACO×3,1.908463713665149,0.0,7.380367182247573,22500.0,20
19,DE,1.908463713665149,0.0,0.7393256446637679,7500.0,20
19,NN+2opt,1.908463713665149,0.0,0.00031451809918503,28.0,20
19,PSO,1.908463713665149,0.0,0.0679247070511337,7500.0,20
19,Portfolio,1.908463713665149,0.0,3.2307808029698206,22529.0,20
19,Raw,1.9609034837980999,0.0,6.723065162077546e-05,1.0,20
20,ACO,2.169746843952334,0.0,4.231158799445256,7500.0,20
20,ACO×3,2.169746843952334,0.0,12.70479983901023,22500.0,20
20,DE,2.1750626598649636,0.0037367286960098643,0.8036415980604943,7500.0,20
20,NN+2opt,2.1919092213038294,0.0,0.00069942654226902,46.0,20
20,PSO,2.2046355316538007,0.04618257010344273,0.08858698264230039,7500.0,20
20,Portfolio,2.169746843952334,0.0,5.124243504874175,22547.0,20
20,Raw,2.3271501377921155,0.0,0.00014780974597664,1.0,20
21,ACO,2.207342884706021,0.0,2.8796223859593737,7500.0,20
21,ACO×3,2.207342884706021,0.0,8.635619938239689,22500.0,20
21,DE,2.2090945394574826,0.007833638194756845,0.7785508638946339,7500.0,20
21,NN+2opt,2.207342884706021,0.0,0.00040212490130211504,34.0,20
21,PSO,2.2318735965952587,0.024763814240911907,0.07577377934940153,7500.0,20
