task_id,method,seed,length_km,runtime_s,evaluations,valid,selected_method,order,metadata
1,ILS-RT,0,1.7739991125114165,2.0084130980540067,323026,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 14873, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 320893, ""completed_local_search_passes"": 17005, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 323026, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,1,1.7739991125114165,3.8967843169812113,330995,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 14936, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 328862, ""completed_local_search_passes"": 17068, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 330995, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,2,1.7739991125114165,1.9709695369238034,329999,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 14714, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 327866, ""completed_local_search_passes"": 16846, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 329999, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,3,1.7739991125114165,1.9702328919665888,323872,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 15168, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 321739, ""completed_local_search_passes"": 17300, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 323872, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,4,1.7739991125114165,1.9233757089823484,317142,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 14769, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 315009, ""completed_local_search_passes"": 16901, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 317142, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,5,1.7739991125114165,2.08703432593029,340323,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 14948, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 338190, ""completed_local_search_passes"": 17080, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 340323, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,6,1.7739991125114165,1.9599143349332735,324091,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 15113, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 321958, ""completed_local_search_passes"": 17245, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 324091, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,7,1.7739991125114165,2.004751704982482,325853,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 15064, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 323720, ""completed_local_search_passes"": 17196, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 325853, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,8,1.7739991125114165,1.9769414220936596,319384,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 14959, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 317251, ""completed_local_search_passes"": 17091, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 319384, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
1,ILS-RT,9,1.7739991125114165,2.021132707945071,321867,True,,"[0, 1, 2, 5, 3, 4, 8, 10, 6, 9, 7]","{""acceptance"": ""accept every perturbed local optimum; return best-so-far"", ""accepted_ils_states"": 2131, ""accepted_moves"": 15023, ""best_archive_updates"": 0, ""budget_rule"": ""2131 perturbation/local-search cycles for every task and seed"", ""candidate_moves_evaluated"": 319734, ""completed_local_search_passes"": 17155, ""double_bridge_perturbations"": 2131, ""final_common_evaluator_calls"": 1, ""full_route_objective_evaluations"": 321867, ""initial_solutions"": 1, ""initialization"": ""nearest neighbour followed by first-improvement 2-opt"", ""iterations_per_task_seed"": 2131, ""perturbation"": ""double bridge for N>=8; deterministic swap fallback otherwise"", ""perturbations"": 2131, ""small_instance_fallback_perturbations"": 0, ""tie_tolerance_km"": 1e-12}"
